codigo_produto,produto_nome,base_legal,unidade,data_atualizacao
2073,CONVERSOR ESTÁTICO (FONTE DE ALIMENTAÇÃO CHAVEADA) DE USO EXCLUSIVO EM TELECOMUNICAÇÕES,"Portaria Interministerial MDIC/MCTIC nº 50, de 29 de outubro de 2018 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI n° 38, 17 de julho de 2020 (uso interno). PI nº 722/21 (uso externo).",UNIDADE,
2074,ELEVADOR MONTA CARGA,"Portaria Inteministerial MDIC/MCTI nº 142, de 8 de maio de 2013",UNIDADE,
2075,ELEVADOR,"Portaria Inteministerial MDIC/MCTI nº 142, de 8 de maio de 2013",UNIDADE,
2076,TRANSELEVADORES,"Portaria Inteministerial MDIC/MCTI nº 142, de 8 de maio de 2013",UNIDADE,
2077,UNIDADE DIGITAL DE PROCESSAMENTO MONTADA EM UM MESMO CORPO OU GABINETE DO TIPO SERVIDOR,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 15.150, de 28 de dezembro de 2021",UNIDADE,24/02/2026 17:02
2078,MODULADOR/DEMODULADOR PARA COMUNICAÇÃO DE DADOS POR REDE ÓPTICA,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 12.344, de 18 de outubro de 2021 e Portaria nterministerial SEPEC/ME/SEXEC/MCTI nº 10.918, de 22 de dezembro de 2022",UNIDADE,22/05/2026 18:05
2079,"ELEMENTO DE FILTRO DE AR PARA VEÍCULOS DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
2080,FILME BIAXIALMENTE ORIENTADO DE POLIPROPILENO (BOPP),"Portaria Interministerial MDIC/MCTIC nº 169, de 1º de julho de 2016 e Portaria Interministerial MDIC/MCTIC nº 29, de 10 de maio de 2017.",QUILOGRAMA LÍQUIDO,12/05/2014 11:05
2081,MÓDULO DE CONTROLE E MONITORAÇÃO DE ILUMINAÇÃO POR COMUNICAÇÃO SEM FIO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2082,"CARTUCHO TONALIZADOR (TONER) DE IMPRESSÃO, COM MECANISMO INCORPORADO, PARA IMPRESSORAS A LASER","Portaria Interministerial ME/MCTI nº 11.982, de 5 de outubro de 2021 e Portaria Interministerial MDIC/MCTI nº 41, de 8 de janeiro de 2024",UNIDADE,
2083,"CENTRAL DE ARMAZENAMENTO MULTIMÍDIA, SEM DISPOSITIVO DE VISUALIZAÇÃO ""MEDIA CENTER""","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,29/03/2019 12:03
2084,MÓVEIS DE MÁRMORE OU DE OUTRAS PEDRAS DECORATIVAS,"Portaria Interministerial MDIC/MCT nº 138, de 22 de abril de 2004",UNIDADE,
2085,"CATALIZADOR DE CONTROLE DE EMISSÕES PARA VEÍCULOS DE DUAS RODAS, TRICICLOS E QUADRICICLOS","Portaria Interministerial MDIC/MCTI nº 270, de 2 de setembro de 2013",UNIDADE,
2086,MÁQUINAS E TERMINAIS RECICLADORES/RECIRCULADORES AUTOMÁTICOS DE CÉDULAS BANCÁRIAS (TCR-TELLER CASH RECYCLER MECHINE),"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 113, 7 DE MAIO DE 2025 - IV -",UNIDADE,
2087,DISPOSITIVO DE CRISTAL LÍQUIDO PARA PRODUTOS DA POSIÇÃO DE NCM 8471,"Portaria Interministerial MDIC/MCTIC nº 76, de 21 de dezembro de 2017, Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 75, de 16 de dezembro de 2020 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 3.588, de 20 de abril de 2022",UNIDADE,
2088,LENTES COM TRATAMENTO MULTICAMADAS EM POLICARBONATO,"Portaria Interministerial ME/MCTI nº 7.768, de 30 de junho de 2021",UNIDADE,22/07/2022 17:07
2089,CÂMARA DE VÍDEO COM DISPOSITIVO VISUALIZADOR TIPO OLHO MÁGICO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
2090,PEÇAS PLÁSTICAS MOLDADAS POR SOPRO,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,
2091,UNIDADE HABITACIONAL PRÉ-FABRICADA EM MADEIRA (KIT),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022 (OBS: NCM 4418)",UNIDADE,
2092,"PORTA MACIÇA FABRICADA EM MADEIRA TIPO MDF OU EM HDF, REVESTIDA COM PELÍCULA DE PVC","Portaria Interministerial MDIC/MCT nº 13, de 24 de janeiro de 2014",UNIDADE,
2093,CONVERSOR DE CORRENTE CA/CC PARA BENS DE INFORMÁTICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 723, 15 DE JANEIRO DE 2021 - D",UNIDADE,11/02/2026 17:02
2094,CONVERSOR DE CORRENTE CA-CC - ADAPTADOR DE TENSÃO PARA TELEJOGOS,"Portaria Interministerial MDIC/MCTI nº 255, de 5 de agosto de 2015",UNIDADE,16/08/2024 17:08
2095,QUADRICICLO MOTORIZADO PARA TRANSPORTE DE PASSAGEIROS OU MERCADORIAS,"PI ME/MCTI nº 43/2020 e PI ME/MCTI nº 11.5772021 (veículo com chassi tubular, munido de selim do tipo utilizado em motocicletas, com marcha-ré e diferencial. Obs: NT nº 116/2001/SPR/DEAPI/COPIN; NT 46/2020/COAPA/CGPRI/SPR(CRII) (52710.007581/2020-50).",UNIDADE,
2096,"APARELHO ELETRÔNICO DE SINALIZAÇÃO DIGITAL, PARA CONTROLE DE TRÁFEGO DE AUTOMOTORES, COM MEDIÇÃO DE VELOCIDADE POR TECNOLOGIA À LASER, DO TIPO PORTÁTIL/MANUAL","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 131, 11 DE AGOSTO DE 2025",UNIDADE,
2097,PRATA EM CRISTAIS,"Portaria Interministerial MDIC/MCTI nº 112, de 17 de maio de 2012 e Portaria Interministerial MDIC/MCTI N° 39, 4 de março de 2015",QUILOGRAMA LÍQUIDO,20/07/2015 17:07
2098,ETILÔMETRO QUÍMICO DESCARTÁVEL (BAFÔMETRO),"Portaria Interministerial MDIC/MCTI nº 169, de 20 de junho de 2014",UNIDADE,
2099,CANETA ESFEROGRÁFICA DE METAL NÃO PRECIOSO,"Portaria Interministerial MIR/MICT/MCT n° 151, de 25 de agosto de 1994",UNIDADE,29/04/2019 11:04
2103,LEITOR/DECODIFICADOR ÓPTICO 2D DE SENHAS PARA TRANSAÇÕES ELETRÔNICAS,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2104,MARGARINA (EXCETO LÍQUIDA),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
2106,CAIXA ACÚSTICA PARA REPRODUÇÃO DE ÁUDIO DIGITAL VIA CONEXÃO SEM FIO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023 OBS: Para novos projetos industriais de implantação e diversificação deverá ser utilizado o produto padrão 0066 (vide tipo: 060)",UNIDADE,19/02/2026 17:02
2107,GERENCIADOR DE REDE DOMÉSTICA DIGITAL PARA REPRODUÇÃO DE ÁUDIO,"Portaria Interministerial MDIC/MCTIC nº 50, de 29 de outubro de 2018 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI n° 38, 17 de julho de 2020",UNIDADE,
2108,ARGÔNIO GASOSO,"Portaria Interministerial MDIC/MCTI nº 277, de 4 de novembro de 2014",METRO CÚBICO,
2109,"FONTE DE ALIMENTAÇÃO COM TÉCNICA DIGITAL PARA MÁQUINAS E TERMINAIS DE AUTOATENDIMENTO E DISTRIBUIDORES (DISPENSADORES) AUTOMÁTICOS DE BILHETES, CÉDULAS OU MOEDAS","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 722, 15 DE JANEIRO DE 2021 - A",UNIDADE,
2110,"DESCOMPRESSOR DE PARTIDA PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
2111,"CONJUNTO EMBREAGEM DE POLIAS MÓVEIS PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,03/09/2018 17:09
2112,"GANCHO DA TRAVA PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
2113,FONTE DE ALIMENTAÇÃO COM TÉCNICA DIGITAL PARA BENS DE INFORMÁTICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 722, 15 DE JANEIRO DE 2021 - E",UNIDADE,
2114,PELÍCULA ADESIVA DE PAPEL,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 125, 17 DE JULHO DE 2025",METRO QUADRADO,09/02/2026 17:02
2115,TURBINA HIDRÁULICA DE POTÊNCIA INFERIOR A 30 MW,"Portaria Interministerial MDIC/MCTI nº 208, de 17 de junho de 2015",UNIDADE,
2116,PASTILHA DE VIDRO PARA REVESTIMENTO,"Portaria Interministerial MDIC/MCTI nº 229, de 9 de julho de 2015",METRO QUADRADO,
2117,"APARELHO ADAPTADOR PARA CONEXÃO DE COMPUTADOR EM REDE SEM FIO (""WIRELESS"")","Portaria Interministerial MDIC/MCTIC nº 50, de 29 de outubro de 2018 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI n° 38, 17 de julho de 2020",UNIDADE,16/08/2024 17:08
2120,TERMOSTATO ELETROMECÂNICO DE PRESSÃO DE VAPOR OU DE DILATAÇÃO DE FLUIDO,"Portaria Interministerial MDIC/MCTI nº 277, de 1º de setembro de 2015",UNIDADE,05/06/2018 17:06
2121,"SINTONIZADOR (""RECEIVER""), DO TIPO CONTROLADO POR APARELHOS DE ÁUDIO MULTIFUNCIONAIS UTILIZADOS EM VEÍCULOS AUTOMÓVEIS","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
2122,COLETOR ELETRÔNICO DE VOTOS - URNA ELETRÔNICA (SOB A FORMA DE SISTEMA) E SUAS UNIDADES,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2123,"APARELHO PARA AUTENTICAÇÃO, ARMAZENAMENTO E TRANSMISSÃO DE CUPONS FISCAIS ELETRÔNICOS","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2124,PISTOLAS PARA SOLDADURAS,"Portaria Interministerial MDIC/MCT nº 310, de 23 de setembro de 2015",UNIDADE,
2126,"FONTE DE ALIMENTAÇÃO (CONVERSOR AC/DC SEM TÉCNICA DIGITAL) PARA MÁQUINAS E TERMINAIS DE AUTOATENDIMENTO E DISTRIBUIDORES (DISPENSADORES) AUTOMÁTICOS DE BILHETES, CÉDULAS OU MOEDAS","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 723, 15 DE JANEIRO DE 2021 - C",UNIDADE,
2127,"CARREGADOR DE BATERIA PARA TELEFONE CELULAR, BASEADO EM TÉCNICA DIGITAL","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 722, 15 DE JANEIRO DE 2021 - C",UNIDADE,13/05/2026 17:05
2128,"TUBULAÇÕES METÁLICAS, EXCETO EVAPORADORES E CONDENSADORES","Portaria Interministerial MDIC/MCTI nº 19, de 18 de janeiro de 2016",QUILOGRAMA,
2129,FILTRO SECADOR PARA SISTEMA DE REFRIGERAÇÃO,"Portaria Interministerial MDIC/MCTI nº 19, de 18 de janeiro de 2016",UNIDADE,
2132,MÓDULO ADAPTADOR PARA CONECTIVIDADE EM AUTORRÁDIO,"Portaria Interministerial MDIC/MCT nº 180, de 30 de setembro de 2009.",UNIDADE,
2133,CONVERSOR DE CORRENTE CONTÍNUA (CA-CC) PARA MODEM A CABO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 723, 15 DE JANEIRO DE 2021 - D",UNIDADE,
2134,MECANISMO DO RECICLADOR/RECIRCULADOR AUTOMÁTICO DE CÉDULAS (PAPEL-MOEDA),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2135,"TORNOZELEIRA PARA MONITORAÇÃO DO SENTENCIADO, BASEADA EM TÉCNICA DIGITAL","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,26/02/2026 11:02
2136,DAMPER ELÉTRICO,"Portaria Interministerial MDIC/MCTI nº 113, de 7 de abril de 2016",UNIDADE,
2137,"CONJUNTO CORPO DE ACELERAÇÃO PARA SISTEMA DE INJEÇÃO ELETRÔNICA PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,09/02/2024 11:02
2138,"CONJUNTO TUBO DE ALIMENTAÇÃO PARA SISTEMA DE INJEÇÃO ELETRÔNICA PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,02/05/2023 11:05
2139,"CONJUNTO INJETOR DE COMBUSTÍVEL PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,08/11/2018 11:11
2140,"GRAVADOR/REPRODUTOR DIGITAL DE ÁUDIO E VÍDEO COM CÂMERAS DE VÍDEO REMOTAS, PARA SISTEMA DE SEGURANÇA","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 96, 8 DE JANEIRO DE 2025",UNIDADE,16/08/2024 17:08
2141,LEITOR DE CARTÃO INTELIGENTE (SMART CARD READER),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2142,"APARELHO ELETROTÉRMICO PARA PREPARAÇÃO INSTANTÂNEA DE CAFÉ, CHÁ E/OU BEBIDAS COM LEITE EM DOSES INDIVIDUAIS, A PARTIR DE CÁPSULAS E/OU SACHÊ","Portaria Interministerial MDIC/MCTI nº 175, de 14 de julho de 2016",UNIDADE,
2143,ACUMULADORES ELÉTRICOS PRÓPRIOS PARA OPERAR EM SISTEMAS DE ENERGIA DO CÓDIGO 8504.40.40,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 3.213, de 17 de março de 2021 e Portaria Interministerial nº MDIC/MCTI nº 44, de 20 de fevereiro de 2024",UNIDADE,16/08/2024 17:08
2144,GEL PARA MASSAGEM CORPORAL,"Art. 6º do Decreto n° 1.435, de 16 de dezembro de 1975.",QUILOGRAMA LÍQUIDO,
2145,CIRCUITO INTEGRADO ELETRÔNICO TIPO MEMÓRIA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 5708, 8 DE JUNHO DE 2021 - Art. 2º COMPONENTES SEMICONDUTORES e DISPOSITIVOS OPTO-ELETRÔNICOS. Alterações: PI 1059/2022, PI 6/2023 e PI 162/2026",UNIDADE,20/12/2024 17:12
2147,"APARELHO PARA TRATAMENTO DA ESTÉTICA CORPORAL POR CRIOLIPÓLISE, COM CONTROLE ELETRÔNICO DIGITAL","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2148,"APARELHO PARA TRATAMENTO DA ESTÉTICA CORPORAL POR ELETROESTIMULAÇÃO MUSCULAR, COM CONTROLE ELETRÔNICO DIGITAL","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2149,"MÓDULO RECEPTOR DE RÁDIO AM/FM COM CENTRAL MULTIMÍDIA, PARA USO EM VEÍCULO AUTOMÓVEL","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,28/11/2024 11:11
2150,LÁPIS DE COR (RESINA),"Anexo VII do Decreto nº 783, de 25 de março de 1993.",MIL UNIDADES,
2153,"TELEJOGO DE SALÃO ACIONADO POR FICHA, MOEDA, PAPEL-MOEDA, CARTÃO DE BANCO, OU OUTRO MEIO DE PAGAMENTO","Portaria Interministerial ME/MCTIC nº 65, de 17 de novembro de 2020 (Obs.: Excluídos os modelos destinados a ""Jogos de Azar"" proibidos no Decreto-Lei 3688 de 3 de outubro de 1941)",UNIDADE,
2154,CIMENTO PORTLAND POZOLÂNICO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",TONELADA,
2155,DEPOSITÁRIO INTELIGENTE DE MOEDAS,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 113, 7 DE MAIO DE 2025 - II -",UNIDADE,
2156,RÁDIO COM CD-PLAYER E TOCA-DISCOS DE VINIL,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
2157,MODULADOR/DEMODULADOR PARA COMUNICAÇÃO DE DADOS POR REDE ÓPTICA E CABO COAXIAL,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 12.344, de 18 de outubro de 2021 e Portaria nterministerial SEPEC/ME/SEXEC/MCTI nº 10.918, de 22 de dezembro de 2022",UNIDADE,16/08/2024 17:08
2158,MANGUEIRA DE BORRACHA VULCANIZADA PARA VEÍCULOS AUTOMÓVEIS,"Portaria Interministerial MDIC/MCT n° 214, de 3 de dezembro de 2002 e Portaria Interministerial MDIC/MCTI nº 20, de 16 de outubro de 2023",QUILOGRAMA LÍQUIDO,
2160,RÁDIO COM TOCA-DISCOS DIGITAL A LASER E DE VINIL,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
2161,FONTE DE ALIMENTAÇÃO COM TÉCNICA DIGITAL PARA LUMINÁRIA DE LÂMPADA LED,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2163,APARELHO RECEPTOR DE TELEVISÃO COM PROJETOR DE VÍDEO INCORPORADO,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/10/2025 11:10
2164,TELEFONE CELULAR DO TIPO SMARTPHONE COM MÓDULO OU COMPONENTE SEMICONDUTOR DEDICADO DE ALTA INTEGRAÇÃO E DESEMPENHO,"Portaria Interministerial MDIC/MCTIC nº 13, de10 dejaneiro de 2018 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI n° 52, 18 de outubro de 2019",UNIDADE,
2165,"DIGITAL VIDEO DISC (DVD)-PLAYER COM TELA DE CRISTAL LÍQUIDO (LCD) INCORPORADA, PARA USO EM VEÍCULO AUTOMÓVEL","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
2166,PÓ DE ALUMÍNIO,"Portaria Interministerial MDIC/MCTIC nº 14, de 8 de fevereiro de 2017.",QUILOGRAMA LÍQUIDO,
2167,"FITA DE MATERIAIS PLÁSTICOS DIVERSOS, EXCETO DE TECIDO, PARA IMPRIMIR DADOS DE IDENTIFICAÇÃO, COM OU SEM ADESIVAÇÃO","PORTARIA INTERMINISTERIAL MDIC/MCTIC N° 22, 20 DE ABRIL DE 2017",QUILOGRAMA,26/08/2025 17:08
2168,"APARELHO ELETROMECÂNICO PARA PREPARAÇÃO INSTANTÂNEA DE BEBIDAS, EM DOSES INDIVIDUAIS, A PARTIR DE CÁPSULAS","Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.899, de 23 de julho de 2021",UNIDADE,25/06/2024 11:06
2169,GASES REFRIGERANTES UTILIZADOS NA INDÚSTRIA DE AR CONDICIONADO: HIDROFLUORCARBONO (HFC) E HIDROFLUOROLEFINA (HFO),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 44, 29 DE JULHO DE 2020",QUILOGRAMA LÍQUIDO,19/09/2025 17:09
2170,"APARELHO PARA ANÁLISE DA PELE FACIAL, COMPOSTO DE ESPELHO, CÂMERA E MONITOR DE VÍDEO E UNIDADE DE PROCESSAMENTO EM CORPO ÚNICO","PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2171,FONTE DE ALIMENTAÇÃO (CONVERSOR AC/DC COM TÉCNICA DIGITAL) PARA TERMINAIS DE TRANSFERÊNCIA ELETRÔNICA DE DÉBITO E CRÉDITO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 722, 15 DE JANEIRO DE 2021 - D",UNIDADE,
2172,MÓDULO ACUMULADOR DE ENERGIA ELÉTRICA (BATERIA) COM CÉLULAS ELETROQUÍMICAS DE ÍONS DE LÍTIO PARA VEÍCULOS ELÉTRICOS DAS POSIÇÕES 8711 A 8713,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.891, de 23 de julho de 2021, Portaria Interministerial MDIC/MCTI nº 17, de 30 de junho de 2023 e Portaria Interministerial MDIC/MCTI nº 42, de 20 de fevereiro de 2024",UNIDADE,
2173,"MÓDULO ACUMULADOR DE ENERGIA ELÉTRICA (BATERIA) COM CÉLULAS ELETROQUÍMICAS DE ÍONS DE LÍTIO PARA VEÍCULOS ELÉTRICOS, EXCLUÍDOS OS DAS POSIÇÕES 8711 A 8713","Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.891, de 23 de julho de 2021, Portaria Interministerial MDIC/MCTI nº 17, de 30 de junho de 2023 e Portaria Interministerial MDIC/MCTI nº 42, de 20 de fevereiro de 2024",UNIDADE,
2174,MÓDULO ACUMULADOR COM CÉLULAS ELETROQUÍMICAS DE ÍON LÍTIO PARA ESTAÇÃO DE ARMAZENAMENTO DE ENERGIA ELÉTRICA (EXCETO EM SISTEMAS DE ENERGIA DO CÓDIGO 8504.40.40),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.891, de 23 de julho de 2021, Portaria Interministerial MDIC/MCTI nº 17, de 30 de junho de 2023 e Portaria Interministerial MDIC/MCTI nº 42, de 20 de fevereiro de 2024",UNIDADE,19/02/2026 11:02
2175,"APARAS E OUTROS DESPERDÍCIOS DE COUROS OU DE PELES PREPARADOS OU DE COURO RECONSTITUÍDO, NÃO UTILIZÁVEIS PARA FABRICAÇÃO DE OBRA DE COURO.","Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
2176,UNIDADE INDEPENDENTE DE GERAÇÃO DE ENERGIA ELÉTRICA-GRUPO ELETROGÊNEO COM MOTOR DIESEL E TRANSFORMADOR,"Portaria Interministerial MDIC/MCT nº 72, de 10 de março de 2009 e Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 22, de 2 de junho de 2020",UNIDADE,
2177,"CONTROLE REMOTO PARA CONDICIONADOR DE AR COM MAIS DE UM CORPO, TIPO SPLIT SYSTEM","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 87, 22 DE NOVEMBRO DE 2024",UNIDADE,
2178,REPETIDOR DE SINAL DE RADIOFREQUÊNCIA COM TECNOLOGIA CELULAR,"Portaria Interministerial MDIC/MCTIC nº 50, de 29 de outubro de 2018 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI n° 38, 17 de julho de 2020",UNIDADE,
2179,CÂMERA DE VÍDEO PARA SISTEMA DE SEGURANÇA,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,11/05/2026 11:05
2180,"ANTENA PARABÓLICA PADRÃO, FOCO CENTRAL, PARA RECEPÇÃO DE SINAIS TV VIA SATÉLITE EM SHF","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023. (Exceto para produtos da posição 8525 a 8528, constantes do anexo II do Decreto nº 10.356/20)",UNIDADE,16/08/2024 17:08
2181,TRANSMISSOR DE TEMPERATURA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
2182,MOLHOS PREPARADOS,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
2183,TERMINAL IP PARA TRANSMISSÃO E RECEPÇÃO DE VOZ/DADOS (TELEFONES IP),"Portaria Interministerial MDIC/MCTIC nº 50, de 29 de outubro de 2018 e Portaria Interministerial SEPEC/ME/SEXEC/MCTI n° 38, 17 de julho de 2020",UNIDADE,
2184,"CHAPA, FOLHA, TIRA, FITA, PELÍCULA DE PLÁSTICO COM MATÉRIA-PRIMA VEGETAL REGIONAL","Anexo VII do Decreto n° 783/93 e Art. 6º do Decreto-Lei nº 1435/75. OBS: O ""FILME DE BOPP"" NÃO ESTÁ ALBERGADO POR ESTE PRODUTO, mas pelo produto padrão 2080.",QUILOGRAMA LÍQUIDO,17/04/2025 11:04
