produto_id,status,n_insumos
2128,vazio,0
2129,vazio,0
2132,vazio,0
2133,vazio,0
2134,vazio,0
2136,vazio,0
2142,vazio,0
2144,vazio,0
2147,vazio,0
2148,vazio,0
2150,vazio,0
2153,vazio,0
2154,vazio,0
2155,vazio,0
2156,vazio,0
2158,vazio,0
2160,vazio,0
2164,vazio,0
2165,vazio,0
2166,vazio,0
2170,vazio,0
2171,vazio,0
2172,vazio,0
2173,vazio,0
2175,vazio,0
2176,vazio,0
2178,vazio,0
2182,vazio,0
2183,vazio,0
2185,vazio,0
2195,vazio,0
2197,vazio,0
2199,vazio,0
2200,vazio,0
2202,vazio,0
2205,vazio,0
2207,vazio,0
2208,vazio,0
2210,vazio,0
2219,vazio,0
2220,vazio,0
2221,vazio,0
2225,vazio,0
2226,vazio,0
2227,vazio,0
2229,vazio,0
2230,vazio,0
2233,vazio,0
2234,vazio,0
2239,vazio,0
2242,vazio,0
2245,vazio,0
2248,vazio,0
2250,vazio,0
2252,vazio,0
2254,vazio,0
2255,vazio,0
2258,vazio,0
2266,vazio,0
2275,vazio,0
2276,vazio,0
2277,vazio,0
2278,vazio,0
2280,vazio,0
2285,vazio,0
2288,vazio,0
2292,vazio,0
2294,vazio,0
2295,vazio,0
2299,vazio,0
2300,vazio,0
2301,vazio,0
2306,vazio,0
2308,vazio,0
2309,vazio,0
2310,vazio,0
2311,vazio,0
2313,vazio,0
2314,vazio,0
2320,vazio,0
2322,vazio,0
2324,vazio,0
2325,vazio,0
2326,vazio,0
2327,vazio,0
2328,vazio,0
2329,vazio,0
2330,vazio,0
2334,vazio,0
2335,vazio,0
2336,vazio,0
2337,vazio,0
2339,vazio,0
2340,vazio,0
2341,vazio,0
2342,vazio,0
2343,vazio,0
2344,vazio,0
2345,vazio,0
2346,vazio,0
2347,vazio,0
2348,vazio,0
2349,vazio,0
2350,vazio,0
2351,vazio,0
2359,vazio,0
2360,vazio,0
2361,vazio,0
2362,vazio,0
